one,two,three,four,key
0.300486312,-0.914367342,-1.604608824,-0.905458499,P
-0.362382393,0.708360645,-0.388316739,-2.328762996,I
0.805330955,0.073616818,0.481166224,0.632620759,Q
0.786095366,0.095137409,-1.049964729,1.828798331,K
0.207815027,1.40727519,-1.044799601,0.140207499,2
1.809749638,0.592023139,-0.146214837,-0.113817692,J
0.190562147,-2.886358759,0.514364781,-2.208118057,F
0.844977118,-0.164290185,0.218672396,0.099011548,D
0.195035085,-0.649590656,2.171663861,0.453465559,I
-0.056433365,1.758650435,-0.448091017,0.346784396,C
-0.112609154,-2.642457014,-0.487309942,-0.220507108,K
-1.395319122,0.573474014,-0.013323691,-1.307070486,C
-2.080272778,0.097498148,0.321489166,0.012607672,E
0.883171646,0.490426985,-0.799299286,-0.699668792,U
-0.138631967,-1.417844823,-0.199678278,1.199298675,V
-0.96157933,1.166246858,-1.124953323,0.201727836,D
1.301453477,1.077117137,0.560502461,0.859991127,U
0.063679344,-0.995532083,0.879547224,-0.012471308,R
-0.373381112,0.982861169,-0.037534145,-1.337855806,G
1.492292227,0.485490431,0.129313293,1.73356874,Y
-0.908491527,0.498234276,-0.588843697,-0.903956188,8
1.137139758,0.977509104,-0.940993915,0.149012867,7
-1.049838031,2.453425099,1.230087414,-2.068507607,K
1.485198939,-0.806453458,-0.475087117,0.936801368,D
-0.790436911,1.82385153,0.47082674,0.898781976,J
2.024808084,0.03225065,1.315297421,-0.15643253,S
0.379253003,-1.059409241,-1.132068032,1.222296044,I
2.40321606,-1.792528364,-0.91757268,-0.886692972,T
1.249974708,1.491529966,0.371475806,-0.00046462,C
0.501130601,-1.85245098,1.110354347,0.508864734,E
1.106521282,0.0981531,0.789793235,1.192692543,T
-0.540542595,1.78256922,0.051931096,0.463867656,Q
-0.10197989,0.981720222,1.106990181,-1.752269329,M
0.632107381,-0.761419236,1.427930441,-0.046928359,F
1.009778609,-0.608379337,-1.405105056,-1.175054059,F
-0.602747945,-0.182503514,-0.768163968,1.260686358,X
-0.039105434,-0.069509982,-1.35805194,-0.29285862,0
-0.345100574,-0.179476871,-0.904657664,-0.071286747,T
-0.759495119,0.225916246,2.235871761,-0.004489808,X
-1.68677052,0.742275517,0.485875996,1.798507113,Q
0.145697316,0.805037296,0.35036183,-0.540234679,O
2.487653696,-0.147867122,0.580688201,-0.305696173,S
0.380165913,-0.59248328,0.393693378,-0.463216603,M
0.963549026,-1.550301927,-0.944962257,0.121546254,K
-0.040384613,-0.312648568,-1.196603909,1.075043186,S
0.938356628,-0.235761104,-0.077360311,1.162150155,4
0.190303261,-0.425472861,0.362347382,-0.688710661,U
0.256419161,0.082669419,-2.302758248,-0.44611522,6
0.690971665,0.871498396,0.948468892,0.644683368,7
-1.157781325,0.093696178,-0.765272816,-0.724766825,Q
-0.295462234,-0.83281715,1.490203739,-0.420786205,F
0.132722962,-1.255780389,1.370007717,1.144489918,I
-0.111380676,0.572076203,1.807961905,1.090204744,N
0.178699746,-1.608832348,2.174614839,-1.351738498,6
1.202182567,0.179582552,0.202061215,-0.731213132,F
-0.674446571,-0.184702666,0.706721251,0.718680804,H
1.765535446,-0.95193158,0.32014651,-1.159349525,Z
-1.247884986,-0.725490485,0.541997606,-0.126572144,W
-1.164044546,-0.647618961,-0.550283266,1.164943404,H
1.816132556,-0.393382466,-1.212910115,-0.317186598,C
0.499882891,-1.183631101,-0.638619315,-0.785336776,Y
1.228498894,1.253479117,-0.221459415,-0.065413197,H
1.018951279,-0.423936861,-1.724553435,-0.823409084,A
-0.169892939,0.30107184,1.40996063,-0.516055941,X
0.883067868,0.950612784,0.783765906,0.776406924,6
1.032778213,-0.092930329,0.600042005,0.173515461,C
-0.249224588,-0.064820101,-0.012763055,0.030472649,N
0.556590447,1.976901404,0.130668937,2.71966409,I
0.161075642,-1.314939538,-0.605192051,-0.732212975,S
-1.84206222,0.010914696,-0.01323302,-0.298259425,C
1.727237101,1.674584174,-0.988291322,0.512445217,H
-0.19038639,-0.18438501,1.163292133,-1.059895789,Y
0.693111339,0.815751495,-2.388694725,-0.201710174,J
-0.062112673,-0.009849645,0.65845266,0.782909763,X
0.880939752,-0.70739113,-0.750939056,-0.042381458,Y
-0.592837624,-0.700117211,0.831351965,-1.158910842,V
1.628349796,0.404618215,0.086334333,0.278913545,V
0.210544278,-0.909438189,0.903899754,0.471579104,0
0.033606495,-0.88290026,-0.345729265,-0.317833493,C
-0.075574402,-0.616260178,-0.342470998,0.850522271,F
-1.26295071,-0.167273238,1.457807429,-0.375636095,H
-0.289513268,-0.927606335,0.950207337,1.234067213,R
1.346532271,1.083389342,-0.840822696,0.525032166,N
0.69821258,-1.263537023,0.03458885,-1.082713148,U
-0.798004161,-1.301794553,-1.956852412,-1.284120076,H
0.042611218,-0.175943188,-1.015977279,0.668173595,B
1.522649229,2.291392479,1.506445057,-0.448051016,I
0.549118372,-0.439673137,0.651228777,2.648046277,4
0.119467771,0.224633362,-0.462936522,1.410155532,B
-0.323899441,-0.11527812,-2.247625127,0.271304099,S
-0.569092885,1.860056104,-2.552600545,-0.433538186,8
0.112111474,-0.84579784,1.006310202,1.138831883,S
-0.499492135,0.916414675,-1.045215126,-0.507578203,F
0.376336175,0.764118507,0.935520357,-0.594284324,E
0.04355196,-1.133113908,1.839959959,1.076890768,8
0.085215661,2.510964458,-1.05481406,0.67369968,M
-1.78187927,-1.085402129,-0.052362176,-1.07072107,S
0.8956744,1.221778291,0.35494395,-2.72080074,D
0.178964297,-1.240360383,0.21670326,-0.931038266,N
0.751110936,-1.677541357,-1.845294272,0.472624179,5
-0.174065305,0.417375706,0.675685794,0.976129683,8
0.469285344,0.468042648,0.740358198,-3.173508802,N
-0.414343092,-0.847569597,0.321460577,-2.575767405,T
0.947170682,0.32853901,0.19405476,-0.530855171,0
0.280983722,2.218109682,0.04301901,0.105970933,M
1.368775363,0.314364311,0.237928036,0.826479814,X
-0.55665387,0.677243772,-0.048745187,0.481484592,T
1.275352252,-1.636604901,-0.907082517,-0.842150167,H
0.354484776,0.336961106,-0.877360547,1.943402955,N
1.630410803,-0.107837335,-0.452669704,0.511911012,A
2.130821742,-0.513612859,-0.589272752,0.270246731,K
1.133030085,-0.920498984,-0.411477789,-0.001257733,C
-0.022368447,-0.165693213,1.487502507,-1.560971085,X
-1.597817504,-0.544169576,0.565075786,1.288176668,U
-0.641428916,0.376689595,-0.153789314,-0.512960527,G
0.314357377,-0.962541937,-0.541512534,-1.15616489,Y
0.088339556,0.814274132,-0.304655359,0.792676034,K
-0.241961772,-0.629315403,-2.212602334,-0.374105158,G
-1.181734914,-0.596941681,0.274344398,0.273126365,5
-0.216653075,-0.736039143,-0.695235904,0.421187734,O
-0.210084441,0.708076753,1.54565512,-1.58704506,G
-0.194803691,-0.215578248,0.69182945,-0.099275297,Z
0.555034364,-0.628948162,-0.550886205,-1.303585385,Z
-0.001325533,0.23497908,0.305587215,1.174984718,X
-0.505884715,0.289074547,-1.017536685,0.086234836,L
0.818458303,-0.077423943,-1.535596922,-0.727323014,I
-0.739837815,0.654747516,0.77589288,0.911725982,L
-0.157668661,0.010576537,-0.473290819,-0.114977255,J
1.582072755,1.211350772,0.277131433,0.637144297,W
-0.704190049,0.127875997,1.052502729,0.209073871,B
-0.389367804,-0.932913661,-0.998024963,0.563616911,D
-0.558272131,-0.161774896,-1.538066596,0.613443319,G
-0.158497066,1.349013244,-0.47515779,-1.033058724,0
0.407671432,0.254556508,-1.560824564,1.125627608,F
-0.653921367,0.027579088,-1.396293698,0.913825227,B
-2.576925499,0.338165037,0.519442976,-2.303307142,I
-0.842865347,1.082165093,-0.646397861,-1.135006869,U
-0.494181289,0.104939493,0.827236858,1.055114332,U
1.155761685,-0.06600777,0.236058822,0.309968189,2
-0.687534474,-0.026354494,0.106619281,2.474901636,N
0.64951756,-1.177810515,-0.954277458,-0.339043658,G
-0.423467778,0.638837715,-0.039034658,0.145446358,Q
0.082738288,-0.472712216,0.480072118,2.01998684,J
0.268893321,-1.484845623,-1.637639866,-2.325580078,I
-0.107129695,-1.112419958,-1.270698225,0.848296772,D
-1.045440778,0.79720272,-0.350622813,-1.154111641,B
0.419680914,-1.202554971,0.374432783,-0.556201528,F
0.203280886,0.94704454,0.990641968,0.061858671,R
2.092124148,0.906692468,1.327444457,1.098019981,D
0.426330492,0.775431381,-0.540806607,0.483395085,G
1.652039449,-0.887319815,-2.174533338,1.286617771,D
1.014085189,0.771958447,0.391397553,1.349604772,D
-0.268733297,0.145778432,1.148384879,-0.055859169,G
1.17460855,0.611714412,0.51517852,-0.185847596,M
-2.405018662,-0.16028333,2.322082486,-0.944042521,I
0.423191687,0.095786774,-0.887767669,-0.741621278,W
-1.242079524,0.371923551,0.16677714,1.010489333,C
1.293471808,1.144530364,-1.481266988,-0.441601572,E
-1.126853007,-1.037226485,-0.239714171,1.173218784,7
-1.062208914,1.192261826,-0.775447577,-1.225011751,G
-0.372656417,-0.485827703,0.534654941,-1.212244564,A
-0.020036253,-1.333035142,2.189450394,-0.249190151,1
-0.577762744,-0.389902048,0.488137596,0.626000838,3
-0.766540645,0.713716561,-1.018256327,1.889361167,S
-1.738700037,-0.336053519,-0.992538495,1.421204181,A
-0.56821585,-1.848143845,0.863834662,1.322281427,4
1.321858171,1.008873448,0.254607529,-1.342099301,E
-1.443118194,0.240571274,0.792943937,0.073668331,Z
0.440871905,1.122574034,-0.755518791,-0.71692821,I
1.515095857,1.335474365,-0.910115691,0.051177577,1
2.023579563,1.096807399,-1.348178405,0.264341888,O
-0.361315167,1.01065214,2.55387891,-0.089575109,H
-0.994547759,-0.457568171,2.218482808,-1.278251474,S
0.132032388,-1.305137148,-0.536163371,-1.280055331,T
1.161764326,0.818181671,0.015119188,0.283321533,D
-1.039420806,1.134517436,-2.225790197,0.059204005,G
-0.867388839,0.398072218,2.053797257,0.73456284,7
1.453001759,0.569163455,0.198247662,0.465205548,L
-0.095428299,0.42838642,-0.405097534,-1.39724911,S
-1.173270312,0.159077812,1.927651138,-0.210691347,D
1.04396636,-0.1041106,-0.249275629,-0.020779301,I
0.280528851,1.601091359,0.561331366,0.868630989,Q
-0.659952829,-2.303160163,0.248001069,0.942725736,5
0.790583884,-0.983115534,0.874531,0.809282002,E
-1.175910929,2.151986967,-0.080927714,-0.431623621,N
-0.261109739,-0.516069628,1.135387917,-0.761319801,V
0.70342384,0.449614099,-1.593578247,-1.155399897,V
1.116450418,-0.274068941,-0.029747787,-0.433413277,V
-0.35730867,-0.529398312,0.205417526,0.10842849,K
0.423229027,2.089096113,0.923674782,1.502726518,Q
0.217126083,1.282361415,-0.978428564,0.26361345,C
-0.443397942,0.676989998,0.638588634,-0.873794919,P
1.005342002,0.682462255,1.200273336,0.193455111,Q
1.376209857,1.148046218,-1.194932914,-0.024651055,G
0.745346523,-0.88602503,-0.437063214,2.124740742,A
0.620059226,-1.371442688,0.722629755,1.637960079,A
0.006306994,-1.331341527,0.064961649,-0.572398252,A
-0.19847735,0.684455814,-0.147475221,0.581648941,8
0.681178437,0.283488753,-0.20125717,-0.837272455,Y
-3.726863726,2.152632177,0.986711235,-1.273956292,E
1.23296535,-0.872075212,1.125733941,-1.269691984,1
1.680717776,-0.795061675,0.429541562,0.907959686,1
0.012603346,-0.559558,1.170093015,-0.755084321,D
0.478687852,-0.923803097,-1.621413315,1.122108923,E
0.654912901,0.051571437,2.016147964,0.652618167,4
-0.840524554,-0.155627932,0.992245694,0.818994763,T
0.167651456,-0.12648316,-0.215923091,-0.551816954,9
-1.694869053,-0.251793822,0.643791694,1.051484389,X
1.158910641,1.192041313,-0.474725241,-1.188532997,X
-0.359609404,-0.742869704,-1.434231986,-0.412530337,I
0.527893711,0.084068026,2.368529647,-0.003023699,B
0.388307345,0.969655421,-0.162391115,-0.25634919,J
-0.27008023,-1.25575149,-0.356178529,1.231406415,D
0.082012804,-0.523347238,-0.298926081,-2.259246487,F
-1.401528999,0.293567238,0.915068681,-0.697823683,1
-0.342039154,0.204837023,0.96539132,0.219577217,N
1.588455831,-0.269371964,-0.298398892,-0.017321563,S
0.367102717,-0.208086568,-0.251701416,-0.522192759,G
0.197511461,-0.502179218,-1.736854181,1.234516458,L
1.552527575,-1.332353671,-0.227917886,-0.817040668,I
0.304381622,1.406603031,0.373171731,0.446836979,6
-1.405558619,-0.70187947,1.793801494,-0.370494731,U
-0.290145817,0.466116594,1.019924192,-0.091318244,Y
-0.046104311,0.87355737,0.660301204,0.46309339,E
-1.577011588,-2.119284498,1.805621129,-0.283501179,S
0.340372367,0.382560936,0.00031075,0.452416589,G
1.617485133,0.325101331,-0.560042107,0.944086449,O
0.268348057,-0.373019728,0.433140418,-0.868285773,L
0.599410557,-1.053006368,-0.0612465,0.890921721,F
-1.767323553,0.564682563,-0.274611662,-0.17466649,R
0.00758864,1.506446748,1.903477612,0.416104169,G
-0.109962465,-0.920116628,1.823191727,-1.427934786,5
0.645940279,0.441283165,0.724278886,0.726794558,R
1.189912778,-0.453600708,1.207129243,-0.241784996,T
1.209582608,0.651352041,0.384909739,0.5601299,N
-0.835033146,0.186814148,0.099420779,-0.540764054,7
0.923118168,-1.349525136,1.986288849,1.099943935,U
-0.169421149,1.093335155,-0.047652071,-0.085705125,L
-0.367094823,-0.764236642,0.525876451,0.358030321,O
-1.150006932,0.8249406,-0.8715909,0.058123758,X
1.497399862,-0.81933416,0.017392294,-0.037313883,E
-0.317808433,1.235653052,0.129119462,-0.750614455,L
0.895324477,1.738289406,-0.789496165,1.56141462,R
-2.323375944,-0.086484081,-0.937811233,0.975500071,Z
0.749856964,-1.469870674,2.674433774,-0.835017757,L
-0.631610955,-0.828862136,-0.120593931,-1.000736778,6
-0.722216454,-0.507615854,0.252700306,-0.196934532,R
-1.12139973,-0.830073504,-1.556150567,1.372112489,F
1.255334255,-0.09154851,-1.092049642,1.431610434,6
-2.088979558,-1.03384019,-0.175709667,-0.044958914,H
-0.593835822,-0.1255924,-0.148472855,0.824293452,J
-0.853371415,-1.050392037,-1.636552187,-0.531499125,X
0.184960337,0.724280895,-1.303613781,0.042783197,B
-0.234229357,-2.156776208,0.665154263,0.652184896,O
-0.54299504,0.391323101,-0.623618973,-0.638090846,E
1.036986148,0.499677025,1.148363707,-0.467138973,X
0.762713395,-0.337945754,-0.239413016,-0.662794634,R
0.749977252,0.712538194,1.001916898,-0.996523167,X
0.171084491,-0.255490209,0.102048257,-0.316482515,P
1.9325253,0.24631284,-0.141026812,-0.530162228,P
-1.057745091,-0.974924407,-0.138163668,0.507494274,M
1.450925293,-0.757698388,-0.095352046,-0.783242478,S
-0.85149196,0.531830081,-0.000884833,1.090088448,J
-1.455229926,-1.651306421,0.176941162,0.872048144,H
1.614927373,-1.213212044,-0.481253085,-0.417013546,Y
-0.084470707,-0.277350251,1.45142975,0.084764074,V
-0.51811264,0.226027523,-0.511796005,-0.919189801,I
-0.972865816,1.004205108,0.120233141,0.0420246,U
2.833891463,-2.101260366,-0.429481838,-0.46351505,V
-0.12827035,-0.543379558,-0.221872914,-1.029007,W
1.247967266,0.12885031,-1.559185434,0.044222536,O
0.273832208,0.522074012,-0.30834208,2.699276267,P
0.70201214,0.711724434,1.163335539,0.296342566,W
-1.016164339,-0.354133699,0.344964062,-0.991717146,B
1.063248827,-1.609780165,1.585452342,0.266229477,N
-0.345091856,-1.783732552,0.995363381,-0.133127352,L
0.580272911,0.858169735,-0.411593834,0.23703277,B
0.24225138,-0.0145725,-0.54643225,0.329856322,Y
0.399690119,1.883216781,-0.567522296,0.406623115,2
-0.388245286,1.919551779,-0.905066937,0.67833115,F
0.53374389,1.906746014,0.543798075,-1.308828029,V
-0.978300645,-0.936582646,0.090409153,-0.218279914,G
0.339442345,-0.280249622,-1.007011856,-2.80808361,3
-1.670403652,0.076664669,1.298030201,-0.763384229,A
0.673709174,1.492748742,0.547974023,-0.214530043,M
-0.860414392,-1.054173176,-0.213906071,2.004594044,5
-0.697103088,0.482458728,-0.61826929,0.46832546,X
-1.595699258,0.747178515,0.439321734,0.375915184,W
0.640864163,-0.928822635,0.139355578,-0.740331952,F
0.504642371,0.081301162,-0.524630775,0.122069395,A
-1.560576355,-1.408741302,0.54464081,0.9395804,P
0.876947072,0.969391779,-1.06937456,0.173287157,W
-0.995747667,-0.962385195,1.25743133,-0.631645561,O
0.50023555,-0.891189447,0.463303712,-0.394501231,Q
-2.687334524,-0.240996973,-0.588066956,-0.355681966,X
1.112291925,-0.026862516,-0.144076658,0.364360511,B
0.236182901,0.113043321,-1.38045375,0.028792333,B
-1.093494191,-0.946562497,0.149382352,-0.190454424,Q
0.676450249,0.904576347,0.854621268,0.323596422,V
1.841711739,0.439631156,-1.265121509,-0.713028744,Z
-1.128605278,-0.498973014,-0.07996283,0.176692485,V
0.767857132,-0.511653489,-2.18141436,-0.225151027,I
2.219223395,-1.507157866,0.901498948,0.474151148,7
-0.030438871,0.912498133,1.780497295,0.437121619,O
1.03866082,-0.390588986,1.521633985,1.431298779,6
-0.5628477,0.630243211,-0.055076707,-2.031741999,T
-0.838190894,1.910500592,1.784924481,-0.128931949,H
0.289629649,1.530672907,-1.678070101,1.18281869,2
-0.458333386,1.229671569,-0.038086864,0.961370489,M
0.60727092,-1.161727669,1.128580891,0.477947174,7
1.136750961,-0.617244498,-0.103224928,1.273974709,L
-0.499357001,0.082417651,0.88632543,-0.889349933,N
-0.053078633,-0.431909165,-0.819709901,-0.184382552,Q
0.554388858,-3.415448082,-1.008007947,0.095636436,Z
-0.437517906,1.416218008,-1.223695605,-0.983090517,3
-0.562207056,0.266432403,0.282217486,-0.572416653,8
0.282379065,0.261255126,0.389700127,-1.350305454,7
1.03683079,0.417989493,-0.203445978,0.483798676,6
-0.468093396,0.346607094,-1.773747732,0.77859294,G
0.439716273,-0.543873067,0.113143589,-0.889963519,H
-1.374947064,1.858125611,0.67014135,1.643450397,R
-0.854070608,0.015122598,0.606645378,-0.924788887,C
-1.064914178,-0.752264274,0.635654031,-0.847768534,Y
0.328037719,-2.201035091,-0.640834772,-0.762974021,O
-0.45449134,-1.296816906,2.021386987,0.7404822,6
0.495932977,-0.706393241,0.515892205,-1.664528895,C
1.015098113,0.254481366,0.284005106,0.08461789,E
1.110090509,-1.078437353,-0.415990547,-2.497072099,Q
-0.787877349,0.023629706,0.791347035,-0.153286528,Z
0.074120542,2.946736708,0.432237323,-1.322222082,3
0.353428551,-0.247717313,0.027099109,-0.872751726,D
1.22420514,0.71034534,0.406203542,1.362394363,O
-0.350708061,-2.263328042,0.280187558,0.996977921,J
0.207885889,1.219362599,0.120394429,1.41648178,S
0.32176743,0.997814545,-0.141008953,-0.21422307,E
-1.343528408,-0.396485092,-1.638347337,-1.006331531,S
0.022319258,-0.704375089,0.789894079,-1.780649254,W
-1.539439263,0.535849749,1.976509323,1.146052469,R
1.72177032,0.110357738,-1.42699107,0.302452804,M
-0.122782703,1.017952896,-0.485182089,-0.757532732,P
1.437881569,0.462308988,0.645183804,-0.488187633,I
0.252518544,-0.893763986,-1.451020144,-0.037571471,Q
1.428140019,-0.307382228,0.835236233,0.318658935,9
-0.653512584,-0.826898222,0.365600389,-0.343441776,E
0.648526065,0.382165728,0.837119818,2.05771303,T
-0.294030958,1.866947434,-2.424641045,-0.594399244,G
0.546135513,-1.165290991,-0.069493086,0.839442562,F
0.055590317,0.460796082,1.480777373,-1.173949722,W
0.911487344,0.336340805,-0.89038989,-0.131222395,U
-0.907505124,-0.773818498,0.123461397,1.72381383,A
0.11895046,0.898642337,1.359423481,-0.025139502,U
-0.878654567,-1.640172626,-1.324033673,1.131210591,S
-0.019509069,0.876112936,-1.549757812,1.65096517,S
-0.003943391,-0.100710552,0.089326041,1.220398054,R
-0.047169297,-0.834209871,-1.417680376,-0.992629006,T
1.408108809,-1.297373171,0.331663636,0.227962746,T
-1.254859016,0.37976943,0.234047834,-0.412161263,M
0.532226558,-0.576430067,0.433982527,-1.034566339,1
-0.440185698,-0.920559501,-0.886908087,-0.717393448,L
1.755843528,0.583304752,-0.023001789,-1.240222409,S
0.326275027,1.118900236,2.100198977,-0.302665366,U
0.024880083,-0.717322432,1.408195803,0.961345834,S
-2.338187004,1.448026619,-1.882318628,0.090920615,M
-2.329397537,0.226032598,-0.359550306,-0.545551685,W
-0.203604288,-0.371016242,-0.120284759,-1.316812692,0
1.626647041,0.296329949,0.314340904,-0.03174155,D
1.915538375,0.902880161,0.408402966,0.380035755,Q
-1.0953779,-1.436462335,-0.136635739,-0.076472229,V
-1.588549937,-0.192420493,-0.125518628,-0.116337655,9
0.677292248,0.021535621,-1.54365114,-0.254481873,O
0.146032559,0.956711496,-0.116032918,-1.118259094,Z
0.162938608,-0.176831264,-0.517488651,-0.086483018,B
0.446003821,1.42139105,1.864232712,-0.231943636,D
-0.766637482,0.849321807,-2.271482353,0.097941365,L
-2.212325575,0.371240254,0.076707917,0.579677916,X
0.449887859,-0.38298199,0.535168019,-0.13904902,G
-0.226391483,-0.360102265,-0.256502695,-0.591465557,U
0.731659745,-1.89530746,-0.977830034,0.609794572,H
0.093160617,-0.94132232,0.948940099,0.907185151,R
-0.473135156,-0.154075046,-1.019197735,0.463382327,G
-0.360482351,1.12928193,-0.520626158,-0.583512351,S
0.398427753,0.931626627,0.126570487,-0.359562151,6
0.056455659,0.942889792,0.487490582,-0.32511114,Z
0.919765872,1.271893208,0.325628697,1.438337688,5
0.826459618,-0.252577599,-0.935144635,1.414167066,8
0.23981675,0.200545909,0.676697575,0.359204704,G
1.004258141,0.137819747,0.340929542,-0.534090209,K
-0.022907347,-1.523095326,0.641033357,-0.104280827,X
2.455329486,-0.190568707,0.302308755,-0.480748487,0
-1.152558702,-1.857733665,0.187128405,-1.995974503,R
-1.576835827,-1.958031251,-0.140601892,0.632314681,4
0.426067806,-0.167195261,-1.075381967,-1.092328248,4
-0.716211974,1.015349409,0.488514171,-0.69926175,Z
-1.159867154,-0.775871165,0.605492118,-0.29701192,W
-0.088278231,-0.206925043,0.104637766,0.87542263,M
-0.61049542,0.557744325,0.931148741,0.436779496,B
0.37939394,-1.317546501,0.001409615,0.969855943,R
0.864210601,1.519592705,1.260238193,0.654337294,J
1.350423863,0.345149396,-0.829000624,0.185953,T
0.956002398,0.566695205,1.150977651,-0.360039348,A
-1.012715614,-1.020894825,0.650649333,-1.216440423,K
-1.08723896,-0.949828161,-0.645357742,-0.859970424,M
1.61426399,0.488728492,2.352849249,0.268150788,A
0.662645365,-0.887112506,0.476253176,0.060453999,3
0.005817333,-2.763755209,-1.300543201,0.542560717,N
0.763452968,0.438033044,-1.231173084,0.806291071,4
0.024833828,1.118007586,1.737033744,-0.374937944,V
-0.355464725,-1.076554066,0.965899345,0.659140528,8
-0.745187607,-0.782876983,-1.25848323,-1.055936216,L
0.202093189,-1.282087739,-0.779934819,1.443649916,X
0.760750512,0.022058469,-0.351377426,0.211099278,Y
0.557157571,-1.876648855,-1.430152254,-1.654968503,H
1.31963869,-0.21506965,-0.362025127,0.518274728,M
-2.286470759,0.411293578,-1.539162407,-0.091417693,M
-0.573243668,-0.422649981,1.464083644,0.54243862,O
-0.557590506,-0.698957717,-0.993514769,0.075929558,S
1.334502802,0.513016711,-0.587333956,-0.251175851,X
-1.496774917,0.744357088,-0.48218724,-1.308005917,Y
-1.174526622,0.38719559,-1.71853863,-1.281410229,P
-0.675109833,1.193265612,0.997501925,-0.521572741,V
0.15703835,-1.61630839,-0.903543566,0.350487108,S
-0.130342012,-0.803971699,-0.113091443,-0.381548987,R
-1.348765622,0.714155967,0.04343174,-0.057862747,O
0.760157458,-0.31897632,0.433242507,-0.439731007,O
-0.526895797,-1.083644879,-0.161763454,0.660052577,P
-0.461581875,-1.050730817,-0.426426618,0.887175024,P
-0.222515258,0.753492078,-0.409288872,-0.29538202,S
0.72111413,1.011715953,-0.271546139,1.211776012,Q
1.121356009,0.468571303,-0.336326279,0.07860545,Z
0.164942302,-0.266020554,-2.143937273,-2.113470734,E
1.345822213,2.363194536,-1.405567635,2.599800125,3
0.173217294,-0.116328659,0.373465621,0.381805231,K
-0.28927408,1.439352338,-0.799853033,-1.208543392,O
